ZIP Code,Duration Buyer Payouts,City,State
52586,$17.50,Rose Hill,IA
52588,$17.50,Selma,IA
52590,$17.50,Seymour,IA
52591,$17.50,Sigourney,IA
52593,$17.50,Udell,IA
52594,$17.50,Unionville,IA
52595,$17.50,University Park,IA
52601,$17.50,Burlington,IA
52619,$17.50,Argyle,IA
52620,$17.50,Bonaparte,IA
52621,$17.50,Crawfordsville,IA
52623,$17.50,Danville,IA
52624,$17.50,Denmark,IA
52625,$17.50,Donnellson,IA
52626,$17.50,Farmington,IA
52627,$17.50,Fort Madison,IA
52630,$17.50,Hillsboro,IA
52631,$17.50,Houghton,IA
52632,$17.50,Keokuk,IA
52635,$17.50,Lockridge,IA
52637,$17.50,Mediapolis,IA
52638,$17.50,Middletown,IA
52639,$17.50,Montrose,IA
52640,$17.50,Morning Sun,IA
52641,$17.50,Mount Pleasant,IA
52642,$17.50,Rome,IA
52644,$17.50,Mount Union,IA
52645,$17.50,New London,IA
52646,$17.50,Oakville,IA
52647,$17.50,Olds,IA
52648,$17.50,Pilot Grove,IA
52649,$17.50,Salem,IA
52650,$17.50,Sperry,IA
52651,$17.50,Stockport,IA
52652,$17.50,Swedesburg,IA
52653,$17.50,Wapello,IA
52654,$17.50,Wayland,IA
52655,$17.50,West Burlington,IA
52656,$17.50,West Point,IA
52657,$17.50,Saint Paul,IA
52658,$17.50,Wever,IA
52659,$17.50,Winfield,IA
52660,$17.50,Yarmouth,IA
52701,$17.50,Andover,IA
52720,$17.50,Atalissa,IA
52721,$17.50,Bennett,IA
52722,$17.50,Bettendorf,IA
52725,$17.50,,IA
52726,$17.50,Blue Grass,IA
52727,$17.50,Bryant,IA
52728,$17.50,Buffalo,IA
52729,$17.50,Calamus,IA
52730,$17.50,Camanche,IA
52731,$17.50,Charlotte,IA
52732,$17.50,Clinton,IA
52733,$17.50,Clinton,IA
52734,$17.50,Clinton,IA
52736,$17.50,Clinton,IA
52737,$17.50,Columbus City,IA
52738,$17.50,Columbus Junction,IA
52739,$17.50,Conesville,IA
52742,$17.50,De Witt,IA
52745,$17.50,Dixon,IA
52746,$17.50,Donahue,IA
52747,$17.50,Durant,IA
52748,$17.50,Eldridge,IA
52749,$17.50,Fruitland,IA
52750,$17.50,Goose Lake,IA
52751,$17.50,Grand Mound,IA
52752,$17.50,Grandview,IA
52753,$17.50,Le Claire,IA
52754,$17.50,Letts,IA
52755,$17.50,Lone Tree,IA
52756,$17.50,Long Grove,IA
52757,$17.50,Low Moor,IA
52758,$17.50,Mc Causland,IA
52759,$17.50,Montpelier,IA
52760,$17.50,Moscow,IA
52761,$17.50,Muscatine,IA
52765,$17.50,New Liberty,IA
52766,$17.50,Nichols,IA
52767,$17.50,Pleasant Valley,IA
52768,$17.50,Princeton,IA
52769,$17.50,Stockton,IA
52771,$17.50,Teeds Grove,IA
52772,$17.50,Tipton,IA
52773,$17.50,Walcott,IA
52774,$17.50,Welton,IA
52776,$17.50,West Liberty,IA
52777,$17.50,Wheatland,IA
52778,$17.50,Wilton,IA
52800,$17.50,,IA
52801,$17.50,Davenport,IA
52802,$17.50,Davenport,IA
52803,$17.50,Davenport,IA
52804,$17.50,Davenport,IA
52805,$17.50,Davenport,IA
52806,$17.50,Davenport,IA
52807,$17.50,Davenport,IA
52808,$17.50,Davenport,IA
52809,$17.50,Davenport,IA
53001,$17.50,Adell,WI
53002,$17.50,Allenton,WI
53003,$17.50,Ashippun,WI
53004,$17.50,Belgium,WI
53005,$17.50,Brookfield,WI
53006,$17.50,Brownsville,WI
53007,$17.50,Butler,WI
53008,$17.50,Brookfield,WI
53009,$17.50,,WI
53010,$17.50,Campbellsport,WI
53011,$17.50,Cascade,WI
53012,$17.50,Cedarburg,WI
53013,$17.50,Cedar Grove,WI
53014,$17.50,Chilton,WI
53015,$17.50,Cleveland,WI
53016,$17.50,Clyman,WI
53017,$17.50,Colgate,WI
53018,$17.50,Delafield,WI
53019,$17.50,Eden,WI
53020,$17.50,Elkhart Lake,WI
53021,$17.50,Fredonia,WI
53022,$17.50,Germantown,WI
53023,$17.50,Glenbeulah,WI
53024,$17.50,Grafton,WI
53026,$17.50,Greenbush,WI
53027,$17.50,Hartford,WI
53029,$17.50,Hartland,WI
53031,$17.50,Hingham,WI
53032,$17.50,Horicon,WI
53033,$17.50,Hubertus,WI
53034,$17.50,Hustisford,WI
53035,$17.50,Iron Ridge,WI
53036,$17.50,Ixonia,WI
53037,$17.50,Jackson,WI
53038,$17.50,Johnson Creek,WI
53039,$17.50,Juneau,WI
53040,$17.50,Kewaskum,WI
53042,$17.50,Kiel,WI
53044,$17.50,Kohler,WI
53045,$17.50,Brookfield,WI
53046,$17.50,Lannon,WI
53047,$17.50,Lebanon,WI
53048,$17.50,Lomira,WI
53049,$17.50,Malone,WI
53050,$17.50,Mayville,WI
53051,$17.50,Menomonee Falls,WI
53052,$17.50,Menomonee Falls,WI
53056,$17.50,Merton,WI
53057,$17.50,Mount Calvary,WI
53058,$17.50,Nashotah,WI
53059,$17.50,Neosho,WI
53060,$17.50,Newburg,WI
53061,$17.50,New Holstein,WI
53062,$17.50,New Holstein,WI
53063,$17.50,Newton,WI
53064,$17.50,North Lake,WI
53065,$17.50,Oakfield,WI
53066,$17.50,Oconomowoc,WI
53069,$17.50,Okauchee,WI
53070,$17.50,Oostburg,WI
53072,$17.50,Pewaukee,WI
53073,$17.50,Plymouth,WI
53074,$17.50,Port Washington,WI
53075,$17.50,Random Lake,WI
53076,$17.50,Richfield,WI
53077,$17.50,,WI
53078,$17.50,Rubicon,WI
53079,$17.50,Saint Cloud,WI
53080,$17.50,Saukville,WI
53081,$17.50,Sheboygan,WI
53082,$17.50,Sheboygan,WI
53083,$17.50,Sheboygan,WI
53085,$17.50,Sheboygan Falls,WI
53086,$17.50,Slinger,WI
53088,$17.50,Stockbridge,WI
53089,$17.50,Sussex,WI
53090,$17.50,West Bend,WI
53091,$17.50,Theresa,WI
53092,$17.50,Mequon,WI
53093,$17.50,Waldo,WI
53094,$17.50,Watertown,WI
53095,$17.50,West Bend,WI
53096,$17.50,,WI
53097,$17.50,Mequon,WI
53098,$17.50,Watertown,WI
53099,$17.50,Woodland,WI
53101,$17.50,Bassett,WI
53102,$17.50,Benet Lake,WI
53103,$17.50,Big Bend,WI
53104,$17.50,Bristol,WI
53105,$17.50,Burlington,WI
53108,$17.50,Caledonia,WI
53109,$17.50,Camp Lake,WI
53110,$17.50,Cudahy,WI
53114,$17.50,Darien,WI
53115,$17.50,Delavan,WI
53118,$17.50,Dousman,WI
53119,$17.50,Eagle,WI
53120,$17.50,East Troy,WI
53121,$17.50,Elkhorn,WI
53122,$17.50,Elm Grove,WI
53125,$17.50,Fontana,WI
53126,$17.50,Franksville,WI
53127,$17.50,Genesee Depot,WI
53128,$17.50,Genoa City,WI
53129,$17.50,Greendale,WI
53130,$17.50,Hales Corners,WI
53132,$17.50,Franklin,WI
53137,$17.50,Helenville,WI
53138,$17.50,Honey Creek,WI
53139,$17.50,Kansasville,WI
53140,$17.50,Kenosha,WI
53141,$17.50,Kenosha,WI
53142,$17.50,Kenosha,WI
53143,$17.50,Kenosha,WI
53144,$17.50,Kenosha,WI
53146,$17.50,New Berlin,WI
53147,$17.50,Lake Geneva,WI
53148,$17.50,Lyons,WI
53149,$17.50,Mukwonago,WI
53150,$17.50,Muskego,WI
53151,$17.50,New Berlin,WI
53152,$17.50,New Munster,WI
53153,$17.50,North Prairie,WI
53154,$17.50,Oak Creek,WI
53156,$17.50,Palmyra,WI
53157,$17.50,Pell Lake,WI
53158,$17.50,Pleasant Prairie,WI
53159,$17.50,Powers Lake,WI
53167,$17.50,Rochester,WI
53168,$17.50,Salem,WI
53170,$17.50,Silver Lake,WI
53171,$17.50,Somers,WI
53172,$17.50,South Milwaukee,WI
53176,$17.50,Springfield,WI
53177,$17.50,Sturtevant,WI
53178,$17.50,Sullivan,WI
53179,$17.50,Trevor,WI
53181,$17.50,Twin Lakes,WI
53182,$17.50,Union Grove,WI
53183,$17.50,Wales,WI
53184,$17.50,Walworth,WI
53185,$17.50,Waterford,WI
53186,$17.50,Waukesha,WI
53187,$17.50,Waukesha,WI
53188,$17.50,Waukesha,WI
53189,$17.50,Waukesha,WI
53190,$17.50,Whitewater,WI
53191,$17.50,Williams Bay,WI
53192,$17.50,Wilmot,WI
53194,$17.50,Woodworth,WI
53195,$17.50,Zenda,WI
53199,$17.50,,WI
53201,$17.50,Milwaukee,WI
53202,$17.50,Milwaukee,WI
53203,$17.50,Milwaukee,WI
53204,$17.50,Milwaukee,WI
53205,$17.50,Milwaukee,WI
53206,$17.50,Milwaukee,WI
53207,$17.50,Milwaukee,WI
53208,$17.50,Milwaukee,WI
53209,$17.50,Milwaukee,WI
53210,$17.50,Milwaukee,WI
53211,$17.50,Milwaukee,WI
53212,$17.50,Milwaukee,WI
53213,$17.50,Milwaukee,WI
53214,$17.50,Milwaukee,WI
53215,$17.50,Milwaukee,WI
53216,$17.50,Milwaukee,WI
53217,$17.50,Milwaukee,WI
53218,$17.50,Milwaukee,WI
53219,$17.50,Milwaukee,WI
53220,$17.50,Milwaukee,WI
53221,$17.50,Milwaukee,WI
53222,$17.50,Milwaukee,WI
53223,$17.50,Milwaukee,WI
53224,$17.50,Milwaukee,WI
53225,$17.50,Milwaukee,WI
53226,$17.50,Milwaukee,WI
53227,$17.50,Milwaukee,WI
53228,$17.50,Milwaukee,WI
53233,$17.50,Milwaukee,WI
53234,$17.50,Milwaukee,WI
53235,$17.50,Saint Francis,WI
53237,$17.50,Milwaukee,WI
53244,$17.50,,WI
53259,$17.50,Milwaukee,WI
53263,$17.50,Milwaukee,WI
53267,$17.50,Milwaukee,WI
53268,$17.50,Milwaukee,WI
53270,$17.50,,WI
53274,$17.50,Milwaukee,WI
53277,$17.50,,WI
53278,$17.50,Milwaukee,WI
53280,$17.50,,WI
53281,$17.50,,WI
53284,$17.50,,WI
53285,$17.50,,WI
53288,$17.50,Milwaukee,WI
53290,$17.50,Milwaukee,WI
53293,$17.50,Milwaukee,WI
53295,$17.50,Milwaukee,WI
53401,$17.50,Racine,WI
53402,$17.50,Racine,WI
53403,$17.50,Racine,WI
53404,$17.50,Racine,WI
53405,$17.50,Racine,WI
53406,$17.50,Racine,WI
53407,$17.50,Racine,WI
53408,$17.50,Racine,WI
53490,$17.50,,WI
53501,$17.50,Afton,WI
53502,$17.50,Albany,WI
53503,$17.50,Arena,WI
53504,$17.50,Argyle,WI
53505,$17.50,Avalon,WI
53506,$17.50,Avoca,WI
53507,$17.50,Barneveld,WI
53508,$17.50,Belleville,WI
53510,$17.50,Belmont,WI
53511,$17.50,Beloit,WI
53512,$17.50,Beloit,WI
53515,$17.50,Black Earth,WI
53516,$17.50,Blanchardville,WI
53517,$17.50,Blue Mounds,WI
53518,$17.50,Blue River,WI
53520,$17.50,Brodhead,WI
53521,$17.50,Brooklyn,WI
53522,$17.50,Browntown,WI
53523,$17.50,Cambridge,WI
53525,$17.50,Clinton,WI
53526,$17.50,Cobb,WI
53527,$17.50,Cottage Grove,WI
53528,$17.50,Cross Plains,WI
53529,$17.50,Dane,WI
53530,$17.50,Darlington,WI
53531,$17.50,Deerfield,WI
53532,$17.50,Deforest,WI
53533,$17.50,Dodgeville,WI
53534,$17.50,Edgerton,WI
53535,$17.50,Edmund,WI
53536,$17.50,Evansville,WI
53537,$17.50,Footville,WI
53538,$17.50,Fort Atkinson,WI
53540,$17.50,Gotham,WI
53541,$17.50,Gratiot,WI
53542,$17.50,Hanover,WI
53543,$17.50,Highland,WI
53544,$17.50,Hollandale,WI
53545,$17.50,Janesville,WI
53546,$17.50,Janesville,WI
53547,$17.50,Janesville,WI
53548,$17.50,Janesville,WI
53549,$17.50,Jefferson,WI
53550,$17.50,Juda,WI
53551,$17.50,Lake Mills,WI
53553,$17.50,Linden,WI
53554,$17.50,Livingston,WI
53555,$17.50,Lodi,WI
53556,$17.50,Lone Rock,WI
53557,$17.50,Lowell,WI
53558,$17.50,Mc Farland,WI
53559,$17.50,Marshall,WI
53560,$17.50,Mazomanie,WI
53561,$17.50,Merrimac,WI
53562,$17.50,Middleton,WI
53563,$17.50,Milton,WI
53565,$17.50,Mineral Point,WI
53566,$17.50,Monroe,WI
53569,$17.50,Montfort,WI
53570,$17.50,Monticello,WI
53571,$17.50,Morrisonville,WI
53572,$17.50,Mount Horeb,WI
53573,$17.50,Muscoda,WI
53574,$17.50,New Glarus,WI
53575,$17.50,Oregon,WI
53576,$17.50,Orfordville,WI
53577,$17.50,Plain,WI
53578,$17.50,Prairie Du Sac,WI
53579,$17.50,Reeseville,WI
53580,$17.50,Rewey,WI
53581,$17.50,Richland Center,WI
53582,$17.50,Ridgeway,WI
53583,$17.50,Sauk City,WI
53584,$17.50,Sextonville,WI
53585,$17.50,Sharon,WI
53586,$17.50,Shullsburg,WI
53587,$17.50,South Wayne,WI
53588,$17.50,Spring Green,WI
53589,$17.50,Stoughton,WI
53590,$17.50,Sun Prairie,WI
53591,$17.50,,WI
53593,$17.50,Verona,WI
53594,$17.50,Waterloo,WI
53595,$17.50,Dodgeville,WI
53596,$17.50,Sun Prairie,WI
53597,$17.50,Waunakee,WI
53598,$17.50,Windsor,WI
53599,$17.50,Woodford,WI
53701,$17.50,Madison,WI
53702,$17.50,Madison,WI
53703,$17.50,Madison,WI
53704,$17.50,Madison,WI
53705,$17.50,Madison,WI
53706,$17.50,Madison,WI
53707,$17.50,Madison,WI
53708,$17.50,Madison,WI
53709,$17.50,,WI
53710,$17.50,,WI
53711,$17.50,Madison,WI
53713,$17.50,Madison,WI
53714,$17.50,Madison,WI
53715,$17.50,Madison,WI
53716,$17.50,Madison,WI
53717,$17.50,Madison,WI
53718,$17.50,Madison,WI
53719,$17.50,Madison,WI
53725,$17.50,Madison,WI
53726,$17.50,Madison,WI
53744,$17.50,Madison,WI
53774,$17.50,Madison,WI
53777,$17.50,Madison,WI
53778,$17.50,Madison,WI
53779,$17.50,Madison,WI
53780,$17.50,,WI
53782,$17.50,Madison,WI
53783,$17.50,Madison,WI
53784,$17.50,Madison,WI
53785,$17.50,Madison,WI
53786,$17.50,Madison,WI
53787,$17.50,,WI
53788,$17.50,Madison,WI
53789,$17.50,Madison,WI
53790,$17.50,Madison,WI
53791,$17.50,Madison,WI
53792,$17.50,Madison,WI
53793,$17.50,Madison,WI
53794,$17.50,Madison,WI
53801,$17.50,Bagley,WI
53802,$17.50,Beetown,WI
53803,$17.50,Benton,WI
53804,$17.50,Bloomington,WI
53805,$17.50,Boscobel,WI
53806,$17.50,Cassville,WI
53807,$17.50,Cuba City,WI
53808,$17.50,Dickeyville,WI
53809,$17.50,Fennimore,WI
53810,$17.50,Glen Haven,WI
53811,$17.50,Hazel Green,WI
53812,$17.50,Kieler,WI
53813,$17.50,Lancaster,WI
53816,$17.50,Mount Hope,WI
53817,$17.50,Patch Grove,WI
53818,$17.50,Platteville,WI
53820,$17.50,Potosi,WI
53821,$17.50,Prairie Du Chien,WI
53824,$17.50,Sinsinawa,WI
53825,$17.50,Stitzer,WI
53826,$17.50,Wauzeka,WI
53827,$17.50,Woodman,WI
53901,$17.50,Portage,WI
53910,$17.50,Adams,WI
53911,$17.50,Arlington,WI
53913,$17.50,Baraboo,WI
53916,$17.50,Beaver Dam,WI
53917,$17.50,,WI
53919,$17.50,Brandon,WI
53920,$17.50,Briggsville,WI
53921,$17.50,,WI
53922,$17.50,Burnett,WI
53923,$17.50,Cambria,WI
53924,$17.50,Cazenovia,WI
53925,$17.50,Columbus,WI
53926,$17.50,Dalton,WI
53927,$17.50,Dellwood,WI
53928,$17.50,Doylestown,WI
53929,$17.50,Elroy,WI
53930,$17.50,Endeavor,WI
53931,$17.50,Fairwater,WI
53932,$17.50,Fall River,WI
53933,$17.50,Fox Lake,WI
53934,$17.50,Friendship,WI
53935,$17.50,Friesland,WI
53936,$17.50,Grand Marsh,WI
53937,$17.50,Hillpoint,WI
53939,$17.50,Kingston,WI
53940,$17.50,Lake Delton,WI
53941,$17.50,La Valle,WI
53942,$17.50,Lime Ridge,WI
53943,$17.50,Loganville,WI
53944,$17.50,Lyndon Station,WI
53945,$17.50,,WI
53946,$17.50,Markesan,WI
53947,$17.50,Marquette,WI
53948,$17.50,Mauston,WI
53949,$17.50,Montello,WI
53950,$17.50,New Lisbon,WI
53951,$17.50,North Freedom,WI
53952,$17.50,Oxford,WI
53953,$17.50,Packwaukee,WI
53954,$17.50,Pardeeville,WI
53955,$17.50,Poynette,WI
53956,$17.50,Randolph,WI
53957,$17.50,Randolph,WI
53958,$17.50,Reedsburg,WI
53959,$17.50,Reedsburg,WI
53960,$17.50,Rio,WI
53961,$17.50,Rock Springs,WI
53962,$17.50,Union Center,WI
53963,$17.50,Waupun,WI
53964,$17.50,Westfield,WI
53965,$17.50,Wisconsin Dells,WI
53968,$17.50,Wonewoc,WI
53969,$17.50,Wyocena,WI
54001,$17.50,Amery,WI
54002,$17.50,Baldwin,WI
54003,$17.50,Beldenville,WI
54004,$17.50,Clayton,WI
54005,$17.50,Clear Lake,WI
54006,$17.50,Cushing,WI
54007,$17.50,Deer Park,WI
54009,$17.50,Dresser,WI
54010,$17.50,East Ellsworth,WI
54011,$17.50,Ellsworth,WI
54012,$17.50,,WI
54013,$17.50,Glenwood City,WI
54014,$17.50,Hager City,WI
54015,$17.50,Hammond,WI
54016,$17.50,Hudson,WI
54017,$17.50,New Richmond,WI
54020,$17.50,Osceola,WI
54021,$17.50,Prescott,WI
54022,$17.50,River Falls,WI
54023,$17.50,Roberts,WI
54024,$17.50,Saint Croix Falls,WI
54025,$17.50,Somerset,WI
54026,$17.50,Star Prairie,WI
54027,$17.50,Wilson,WI
54028,$17.50,Woodville,WI
54082,$17.50,Houlton,WI
54101,$17.50,Abrams,WI
54102,$17.50,Amberg,WI
54103,$17.50,Armstrong Creek,WI
54104,$17.50,Athelstane,WI
54106,$17.50,Black Creek,WI
54107,$17.50,Bonduel,WI
54110,$17.50,Brillion,WI
54111,$17.50,Cecil,WI
54112,$17.50,Coleman,WI
54113,$17.50,Combined Locks,WI
54114,$17.50,Crivitz,WI
54115,$17.50,De Pere,WI
54119,$17.50,Dunbar,WI
54120,$17.50,Fence,WI
54121,$17.50,Florence,WI
54123,$17.50,Forest Junction,WI
54124,$17.50,Gillett,WI
54125,$17.50,Goodman,WI
54126,$17.50,Greenleaf,WI
54127,$17.50,Green Valley,WI
54128,$17.50,Gresham,WI
54129,$17.50,Hilbert,WI
54130,$17.50,Kaukauna,WI
54131,$17.50,Freedom,WI
54135,$17.50,Keshena,WI
54136,$17.50,Kimberly,WI
54137,$17.50,Krakow,WI
54138,$17.50,Lakewood,WI
54139,$17.50,Lena,WI
54140,$17.50,Little Chute,WI
54141,$17.50,Little Suamico,WI
54143,$17.50,Marinette,WI
54149,$17.50,Mountain,WI
54150,$17.50,Neopit,WI
54151,$17.50,Niagara,WI
54152,$17.50,Nichols,WI
54153,$17.50,Oconto,WI
54154,$17.50,Oconto Falls,WI
54155,$17.50,Oneida,WI
54156,$17.50,Pembine,WI
54157,$17.50,Peshtigo,WI
54159,$17.50,Porterfield,WI
54160,$17.50,Potter,WI
54161,$17.50,Pound,WI
54162,$17.50,Pulaski,WI
54164,$17.50,,WI
54165,$17.50,Seymour,WI
54166,$17.50,Shawano,WI
54169,$17.50,Sherwood,WI
54170,$17.50,Shiocton,WI
54171,$17.50,Sobieski,WI
54173,$17.50,Suamico,WI
54174,$17.50,Suring,WI
54175,$17.50,Townsend,WI
54176,$17.50,,WI
54177,$17.50,Wausaukee,WI
54180,$17.50,Wrightstown,WI
54182,$17.50,Zachow,WI
54201,$17.50,Algoma,WI
54202,$17.50,Baileys Harbor,WI
54203,$17.50,,WI
54204,$17.50,Brussels,WI
54205,$17.50,Casco,WI
54206,$17.50,,WI
54207,$17.50,Collins,WI
54208,$17.50,Denmark,WI
54209,$17.50,Egg Harbor,WI
54210,$17.50,Ellison Bay,WI
54211,$17.50,Ephraim,WI
54212,$17.50,Fish Creek,WI
54213,$17.50,Forestville,WI
54214,$17.50,Francis Creek,WI
54215,$17.50,Kellnersville,WI
54216,$17.50,Kewaunee,WI
54217,$17.50,Luxemburg,WI
54220,$17.50,Manitowoc,WI
54221,$17.50,Manitowoc,WI
54226,$17.50,Maplewood,WI
54227,$17.50,Maribel,WI
54228,$17.50,Mishicot,WI
54229,$17.50,New Franken,WI
54230,$17.50,Reedsville,WI
54231,$17.50,,WI
54232,$17.50,Saint Nazianz,WI
54234,$17.50,Sister Bay,WI
54235,$17.50,Sturgeon Bay,WI
54240,$17.50,Tisch Mills,WI
54241,$17.50,Two Rivers,WI
54245,$17.50,Valders,WI
54246,$17.50,Washington Island,WI
54247,$17.50,Whitelaw,WI
54301,$17.50,Green Bay,WI
54302,$17.50,Green Bay,WI
54303,$17.50,Green Bay,WI
54304,$17.50,Green Bay,WI
54305,$17.50,Green Bay,WI
54306,$17.50,Green Bay,WI
54307,$17.50,Green Bay,WI
54308,$17.50,Green Bay,WI
54311,$17.50,Green Bay,WI
54313,$17.50,Green Bay,WI
54324,$17.50,Green Bay,WI
54344,$17.50,Green Bay,WI
54401,$17.50,Wausau,WI
54402,$17.50,Wausau,WI
54403,$17.50,Wausau,WI
54404,$17.50,Marshfield,WI
54405,$17.50,Abbotsford,WI
54406,$17.50,Amherst,WI
54407,$17.50,Amherst Junction,WI
54408,$17.50,Aniwa,WI
54409,$17.50,Antigo,WI
54410,$17.50,Arpin,WI
54411,$17.50,Athens,WI
54412,$17.50,Auburndale,WI
54413,$17.50,Babcock,WI
54414,$17.50,Birnamwood,WI
54415,$17.50,Blenker,WI
54416,$17.50,Bowler,WI
54417,$17.50,Brokaw,WI
54418,$17.50,Bryant,WI
54419,$17.50,,WI
54420,$17.50,Chili,WI
54421,$17.50,Colby,WI
54422,$17.50,Curtiss,WI
54423,$17.50,Custer,WI
54424,$17.50,Deerbrook,WI
54425,$17.50,Dorchester,WI
54426,$17.50,Edgar,WI
54427,$17.50,Eland,WI
54428,$17.50,Elcho,WI
54429,$17.50,Elderon,WI
54430,$17.50,Elton,WI
54432,$17.50,Galloway,WI
54433,$17.50,Gilman,WI
54434,$17.50,Jump River,WI
54435,$17.50,Gleason,WI
54436,$17.50,Granton,WI
54437,$17.50,Greenwood,WI
54439,$17.50,Hannibal,WI
54440,$17.50,Hatley,WI
54441,$17.50,Hewitt,WI
54442,$17.50,Irma,WI
54443,$17.50,Junction City,WI
54444,$17.50,,WI
54445,$17.50,,WI
54446,$17.50,Loyal,WI
54447,$17.50,Lublin,WI
54448,$17.50,Marathon,WI
54449,$17.50,Marshfield,WI
54450,$17.50,Mattoon,WI
54451,$17.50,Medford,WI
54452,$17.50,Merrill,WI
54453,$17.50,,WI
54454,$17.50,Milladore,WI
54455,$17.50,Mosinee,WI
54456,$17.50,Neillsville,WI
54457,$17.50,Nekoosa,WI
54458,$17.50,Nelsonville,WI
54459,$17.50,Ogema,WI
54460,$17.50,Owen,WI
54462,$17.50,Pearson,WI
54463,$17.50,Pelican Lake,WI
54464,$17.50,Phlox,WI
54465,$17.50,Pickerel,WI
54466,$17.50,Pittsville,WI
54467,$17.50,Plover,WI
54469,$17.50,Port Edwards,WI
54470,$17.50,Rib Lake,WI
54471,$17.50,Ringle,WI
54472,$17.50,Marshfield,WI
54473,$17.50,Rosholt,WI
54474,$17.50,Rothschild,WI
54475,$17.50,Rudolph,WI
54476,$17.50,Schofield,WI
54479,$17.50,Spencer,WI
54480,$17.50,Stetsonville,WI
54481,$17.50,Stevens Point,WI
54482,$17.50,Stevens Point,WI
54484,$17.50,Stratford,WI
54485,$17.50,Summit Lake,WI
54486,$17.50,Tigerton,WI
54487,$17.50,Tomahawk,WI
54488,$17.50,Unity,WI
54489,$17.50,Vesper,WI
54490,$17.50,Westboro,WI
54491,$17.50,White Lake,WI
54492,$17.50,Stevens Point,WI
54493,$17.50,Willard,WI
54494,$17.50,Wisconsin Rapids,WI
54495,$17.50,Wisconsin Rapids,WI
54498,$17.50,Withee,WI
54499,$17.50,Wittenberg,WI
54501,$17.50,Rhinelander,WI
54511,$17.50,Argonne,WI
54512,$17.50,Boulder Junction,WI
54513,$17.50,Brantwood,WI
54514,$17.50,Butternut,WI
54515,$17.50,Catawba,WI
54517,$17.50,Clam Lake,WI
54519,$17.50,Conover,WI
54520,$17.50,Crandon,WI
54521,$17.50,Eagle River,WI
54524,$17.50,Fifield,WI
54525,$17.50,Gile,WI
54526,$17.50,Glen Flora,WI
54527,$17.50,Glidden,WI
54528,$17.50,,WI
54529,$17.50,Harshaw,WI
54530,$17.50,Hawkins,WI
54531,$17.50,Hazelhurst,WI
54532,$17.50,Heafford Junction,WI
54534,$17.50,Hurley,WI
54536,$17.50,Iron Belt,WI
54537,$17.50,Kennan,WI
54538,$17.50,Lac Du Flambeau,WI
54539,$17.50,Lake Tomahawk,WI
54540,$17.50,Land O Lakes,WI
54541,$17.50,Laona,WI
54542,$17.50,Long Lake,WI
54543,$17.50,Mc Naughton,WI
54545,$17.50,Manitowish Waters,WI
54546,$17.50,Mellen,WI
54547,$17.50,Mercer,WI
54548,$17.50,Minocqua,WI
54550,$17.50,Montreal,WI
54552,$17.50,Park Falls,WI
54554,$17.50,Phelps,WI
54555,$17.50,Phillips,WI
54556,$17.50,Prentice,WI
54557,$17.50,Presque Isle,WI
54558,$17.50,Saint Germain,WI
54559,$17.50,Saxon,WI
54560,$17.50,Sayner,WI
54561,$17.50,Star Lake,WI
54562,$17.50,Three Lakes,WI
54563,$17.50,Tony,WI
54564,$17.50,Tripoli,WI
54565,$17.50,Upson,WI
54566,$17.50,Wabeno,WI
54568,$17.50,Woodruff,WI
54601,$17.50,La Crosse,WI
54602,$17.50,La Crosse,WI
54603,$17.50,La Crosse,WI
54610,$17.50,Alma,WI
54611,$17.50,Alma Center,WI
54612,$17.50,Arcadia,WI
54613,$17.50,Arkdale,WI
54614,$17.50,Bangor,WI
54615,$17.50,Black River Falls,WI
54616,$17.50,Blair,WI
54617,$17.50,,WI
54618,$17.50,Camp Douglas,WI
54619,$17.50,Cashton,WI
54620,$17.50,Cataract,WI
54621,$17.50,Chaseburg,WI
54622,$17.50,Cochrane,WI
54623,$17.50,Coon Valley,WI
54624,$17.50,De Soto,WI
54625,$17.50,Dodge,WI
54626,$17.50,Eastman,WI
54627,$17.50,Ettrick,WI
54628,$17.50,Ferryville,WI
54629,$17.50,Fountain City,WI
54630,$17.50,Galesville,WI
54631,$17.50,Gays Mills,WI
54632,$17.50,Genoa,WI
54634,$17.50,Hillsboro,WI
54635,$17.50,Hixton,WI
54636,$17.50,Holmen,WI
54637,$17.50,Hustler,WI
54638,$17.50,Kendall,WI
54639,$17.50,La Farge,WI
54640,$17.50,Lynxville,WI
54641,$17.50,Mather,WI
54642,$17.50,Melrose,WI
54643,$17.50,Millston,WI
54644,$17.50,Mindoro,WI
54645,$17.50,Mount Sterling,WI
54646,$17.50,Necedah,WI
54648,$17.50,Norwalk,WI
54649,$17.50,Oakdale,WI
54650,$17.50,Onalaska,WI
54651,$17.50,Ontario,WI
54652,$17.50,Readstown,WI
54653,$17.50,Rockland,WI
54654,$17.50,Seneca,WI
54655,$17.50,Soldiers Grove,WI
54656,$17.50,Sparta,WI
54657,$17.50,Steuben,WI
54658,$17.50,Stoddard,WI
54659,$17.50,Taylor,WI
54660,$17.50,Tomah,WI
54661,$17.50,Trempealeau,WI
54662,$17.50,Tunnel City,WI
54664,$17.50,Viola,WI
54665,$17.50,Viroqua,WI
54666,$17.50,Warrens,WI
54667,$17.50,Westby,WI
54669,$17.50,West Salem,WI
54670,$17.50,Wilton,WI
54701,$17.50,Eau Claire,WI
54702,$17.50,Eau Claire,WI
